leonoreid,noms
LH/2070/17,Jean Antoine de Paul de Châteaudouble
LH/664/86,Paul Henri Daru
LH/1304/23,Prosper Hochet
LH/1250/36,Antoine Louis Joseph Guy
LH/1228/58,Philibert Bernard de La Guiche
LH/1444/3,Philibert Bernard de La Guiche
LH/1579/43,Louis-Gustave Adolphe Lemercier de Maisoncelle-Vertille de Richemont
LH/1657/80,Pierre Lorain
LH/1869/34,Charles-Pierre Michel de Puisard
LH/2033/65,Gaspard Antoine Pagès
LH/1939/34,Pierre Théodore Morin
LH/2389/68,Alexandre Roubier d'Hérambault
LH/2271/13,Jacques Rauter
LH/2611/26,Michel Tixier
LH/338/87,Ernest de Bouteiller
LH/244/64,Antoine Birotteau
LH/729/96,Théodore Denat
LH/1106/67,Nicolas Géliot
LH/1271/32,Justin Haudos
LH/1442/62,Prosper de Lagrange
LH/1357/17,François Montigny de Jaucourt
LH/2067/13,Jean Patras de Campaigno
LH/2247/38,Henri Quesné
LH/2398/23,Charles Henri Roulleaux Dugage
LH/2550/48,Auguste Stiévenart-Béthune
LH/1414/31,Jean-Joseph Labbé
LH/103/69,Hippolyte Barascud
LH/137/51,Louis Baucarne-Leroux
LH/124/50,Théodore Barrois
LH/170/59,Joseph Bellencontre
LH/251/77,Alcide Blanchard
LH/316/66,Sébastien Joseph Boulatignier
LH/382/15,Alexis Brunel
LH/424/78,Armand Cardon
LH/400/92,Jules Albert Cabrol
LH/512/48,Alexis Chavanne
LH/514/13,Louis Chazette
19800035/744/84482,Claude Couillerot
LH/678/54,Anatole Debiève
LH/731/42,Gabriel Denis
19800035/463/61898,Emmanuel Évain
LH/2753/21,Nicolas Welche
LH/2528/19,Jean Jacques Félix Sirieys de Mayrinhac
LH/42/8,Jean de Dieu Pierre Antin d'Ars
LH/1398/48,Charles-Henri Kern
LH/1123/49,Jean-François Germain
LH/1288/34,François Joseph Henrys
LH/2566/33,Jean-Baptiste Tanchard
LH/718/53,François Delort
LH/1438/58,"François, Balthazar Lafrogne"
LH/672/68,"Charles, Marie David"
LH/2416/51,"François, Firmin Rouyer"
LH/303/49,"François, Antoine Boubert"
LH/2726/30,Charles Vincent-Molinière
LH/106/8,Denis Barbault De La Motte
LH/2106/44,"François, Marie Perret De Lalande"
LH/1503/80,Jean Aimé Lautour-Boismaheu
LH/447/18,Hilaire Casteran
LH/124/26,Pierre Jean Paul Barris
LH/2286/3,Pierre Regnée
LH/2692/82,Maurice Louis Verne
LH/450/41,Pierre Caubère
LH/2422/1,Antoine Vincent Rozier
19800035/70/8670,Georges Gaillard
19800035/1417/63788,Raoul Henri Marie Becquet
LH/2168/45,Jean-Baptiste de Pinteville de Cernon
LH/2606/52,Thomas François Tillionbois de Valleuil
19800035/66/8155,Joseph Marie Auguste Desmars
LH/553/57,Louis de Clermont-Tonnerre
LH/649/1,Eugène Dally
19800035/54/6602,Louis Babin
LH/1320/26,Victor Hugo
19800035/149/19028,Marcel Doret
LH/256/105,Louis Blériot
LH/1994/3,Anna de Noailles
19800035/221/29095,Irène Joliot-Curie
LH/890/51,Thomas Alva Edison
LH/2320/41,Georges Richard
LH/1984/21,Michel Ney
LH/161/77,Antoine Henri Becquerel
LH/2589/1,Anatole France
LH/1938/2,Arthur Jules Morin
LH/246/35,Georges Bizet
LH/1277/42,Ferdinand Heilbuth
LH/950/27,Marie Émile Fayolle
LH/2247/48,François-Jean-Baptiste de Quesnel
LH/2247/51,François-Jean-Baptiste de Quesnel
LH/998/41,Élie Frédéric Forey
19800035/1036/19555,Georges Weill
LH/1610/38,Armand Jacques Leroy de Saint-Arnaud
LH/518/9,Victor Cherbuliez
C/0/45,Rémy Joseph Isidore Exelmans
LH/355/95,Abraham Breguet
19800035/1096/25811,Fernandel
19800035/424/56686,Roger Martin du Gard
LH/2322/23,Jules Richard
19800035/198/25889,François d'Astier de La Vigerie
LH/2784/29,Hector Fabre
LH/1991/2,Abel Niépce de Saint-Victor
LH/1396/35,François-Étienne Kellermann
LH/879/60,Ferdinand Dutert
LH/44/56,François Arago
19800035/109/13754,Léon Jouhaux
19800035/187/24276,Georges Rouault
19800035/163/20935,Marc Bloch
LH/644/57,Jan Henryk Dąbrowski
LH/658/46,Gaston Darboux
LH/366/46,Fernand de Brinon
19800035/240/31926,Lazare Weiller
LH/2195/37,Jean-Victor Poncelet
LH/842/3,Alexandre Dumas
LH/1848/3,Élie Metchnikoff
LH/1711/69,Victor Adolphe Malte-Brun
LH/1003/68,François de Fossa
19800035/1052/21204,Jean Giono
LH/1969/60,Alfred de Musset
LH/6/20,Adolphe Adam
C/0/37,Dominique Dufour de Pradt
19800035/902/5503,Mário de Andrade
LH/1928/29,Gustave Moreau
LH/1368/55,Joseph Joffre
19800035/1032/19136,Édouard Daladier
LH/950/16,Jules Henri Fayol (nombre de nacimiento)
LH/2788/39,"Alexandre-Théodore-Victor, comte de Lameth"
LH/977/56,Hippolyte Fizeau
LH/328/28,Léon Bourgeois
LH/540/11,André Citroën
LH/2615/64,Stanislas-Arthur-Xavier Touchet
LH/100/10,Paul Henri Balluet d'Estournelles de Constant
LH/1381/74,Jean-Baptiste Jourdan
LH/2312/76,Jean-Louis-Ébénézer Reynier
LH/2027/2,Nicolas Oudinot
LH/1488/34,Édouard Lartet
LH/1198/11,Édouard Grenier
LH/730/82,Édouard Nieuport
LH/2770/40,Émile Auguste François Zurlinden
LH/148/9,Émile Bayard
LH/341/33,Émile Boutroux
19800035/1435/66107,Émile Dard
LH/804/13,Émile Driant
LH/360/55,Jules Breton
19800035/20/2522,Georges Journois
LH/2038/37,Émile Paladilhe
LH/1095/15,Léon Gautier
LH/1736/73,Étienne-Jules Marey
C/0/42,Étienne Maurice Gérard
LH/1517/42,Gustave Le Bon
C/0/5,Jules Grévy
LH/2597/4,Ambroise Thomas
LH/1870/19,Jules Michelet
LH/1775/32,Gaston Maspero
LH/2705/91,Pierre Loti
LH/102/24,Théodore de Banville
LH/1259/19,Jacques-François-Fromental-Élie Halévy
LH/96/54,Antoine-Jérôme Balard
LH/499/16,Michel Chasles
19800035/551/62914,Abel Hermant
LH/1685/20,André Maginot
LH/1310/85,Jean-Antoine Houdon
LH/1285/5,Louis-Pierre Henriquel-Dupont
LH/364/79,Louis Brière de l'Isle
LH/251/70,Jules Blanchard
LH/1026/2,Louis-Benjamin Francœur
LH/112/10,Henri Bard
LH/2584/33,Louis Jacques Thénard
LH/1220/16,Victor Guérin
19800035/799/90486,Octave Aubry
LH/2497/70,Paul Sédille
19800035/939/9335,Charles Virolleaud
LH/1291/48,José-Maria de Heredia
19800035/327/44122,Marcel Héraud
LH/2662/100,Achille Valenciennes
LH/702/62,Louis Delaporte
LH/1969/61,Paul de Musset
LH/1094/16,Jean Gautherin
LH/238/75,Guillaume Bigourdan
19800035/255/34005,Henri Duparc
19800035/259/34472,Adolphe-André Porée
LH/503/102,Gaspard Adolphe Chatin
LH/2080/35,Adolphe Pégoud
19800035/380/51012,René Laforgue
LH/1/36,Paul Abadie
LH/2720/92,Louis René Villermé
LH/407/27,René Caillié
LH/1586/32,Charles Lenepveu
LH/892/29,François-Émile Ehrmann
LH/909/20,Jean-Baptiste Eugène Estienne
LH/1059/66,Pierre-Victor Galland
LH/1754/44,Thierry de Martel
LH/1503/29,Aimé Laussedat
LH/925/44,Agathon Jean François Fain
LH/1693/54,Louis-Aimé Maillart
LH/2653/39,Edgard de Trentinian
LH/811/20,Antoine Dubois
LH/2378/80,Jean-Baptiste Rondelet
LH/1980/60,Auguste Nélaton
LH/2401/82,René Waldeck-Rousseau
19800035/455/60893,Marthe Brandès
19800035/1482/72153,Berthe Bovy
19800035/1092/25524,Paul Pierre Lévy
C/0/2,Louis Jules Trochu
LH/886/13,Frédéric Nicolas Duvernoy
19800035/1262/45505,Franc-Nohain
19800035/189/24648,Jacques Rouché
19800035/231/30569,Emma Calvé
LH/1387/64,Amélie Beaury-Saurel
19800035/796/90074,Daniel Brottier
19800035/1288/48788,André-Louis Debierne
LH/2236/13,Pierre-Paul Prud'hon
LH/1522/33,Barthélémy Louis Joseph Lebrun
LH/1104/58,Émile Gebhart
C/0/29,Joseph Vinoy
LH/1260/46,Georges Henri Halphen
19800035/790/89307,Paul Baudouin
LH/478/40,Auguste Champetier de Ribes
LH/609/72,Amédée Courbet
LH/141/57,Anatole de Baudot
19800035/77/9515,Louis Lachenal
19800035/1198/38530,Joseph-Charles Lefèbvre
19800035/855/592,André Bloc
19800035/41/5146,Pierre Renoir
19800035/616/69651,France Bloch-Sérazin
LH/2585/73,André Theuriet
19800035/44/5482,André Ruyters
19800035/176/22684,Louis Eugène Bouvier
LH/1681/56,Ange René Armand de Mackau
19800035/316/42570,Jules Baillaud
LH/1881/67,Alphonse Milne-Edwards
LH/1036/50,Paul Friesé
LH/1645/2,Charles-Julien Lioult de Chênedollé
LH/2763/3,André Wormser
LH/717/23,Eugène Deloncle
LH/671/11,Émile Davaine
LH/964/26,Émile Ferry
19800035/778/88171,Émile Malon
19800035/374/50171,Émile Charles Camille Roubaud
19800035/214/28125,Emile Charles Achard
19800035/978/13354,Max Ingrand
LH/716/43,Maximin Deloche
LH/522/31,Michel Chevalier
LH/1507/30,Albert Lavignac
LH/1325/32,Georges Louis Humbert
19800035/320/43185,Paul Fallot
C/0/61,Gérard Calvi
LH/306/6,Jacques Boucher de Perthes
LH/1550/53,Robert Lefèvre
LH/2758/26,Emmanuel Félix de Wimpffen
19800035/1381/59505,Maurice Feltin
LH/1147/16,Cécile Stanislas Xavier de Girardin
LH/2661/29,Léon Vaillant
LH/213/59,Jacques Bertillon
LH/807/21,Antoine Drouot
19800035/21/2617,Alfred Lacroix
LH/911/25,Antoine Étex
LH/1115/15,Albert Geoffroy Saint-Hilaire
19800035/63/7760,Jules Chéret
LH/1134/37,Philippe Gille
LH/2718/41,Clément Villecourt
LH/2197/83,François Ponsard
LH/304/17,Apollinaire Bouchardat
LH/277/59,Napoléon-Charles Bonaparte
LH/1020/58,Maximilien Sebastien Foy
LH/2784/153,Maximilien Sebastien Foy
LH/2746/48,Caroline-Eugénie Segond-Weber
LH/854/28,Philogène Auguste Joseph Duponchel
LH/2581/4,Léo Testut
LH/657/1,Antoine Laurent Dantan
LH/1282/48,Jean-Jacques Henner
LH/143/8,Alfred Baudrillart
LH/2259/19,Charles Ragon de Bange
LH/2794/19,Yves Delage
19800035/1375/58899,Paul Bigot
LH/886/21,Victor Alphonse Duvernoy
LH/981/11,Paul Flatters
19800035/140/17790,Lucien Fabre
LH/873/2,Michel Charles Durieu de Maisonneuve
LH/2481/17,Gustave Schlumberger
LH/1327/5,Charles Huntziger
LH/643/48,Alfred-Auguste Cuvillier-Fleury
LH/413/15,Jules Cambon
LH/906/54,Charles-Marie-Esprit Espinasse
LH/850/7,Félix Dupanloup
LH/258/74,Maurice Block
LH/667/59,Henri d'Orléans
LH/1336/6,Eugène Isabey
LH/589/23,Henri Cordier
LH/1725/15,Alexandre Marcel
LH/245/52,Alexandre Bisson
LH/1584/46,Pierre-Édouard Lémontey
LH/1247/9,Ernest Guiraud
19800035/230/30487,Léonce Bénédite
19800035/334/44951,Jules Supervielle
LH/1765/20,Pierre-Émile Martin
LH/1673/22,Siméon Luce
LH/238/66,Félix Julien Jean Bigot de Préameneu
LH/530/34,Auguste Choisy
LH/1831/29,Auguste Mercier
LH/172/7,Augustin-Daniel Belliard
19800035/298/40041,Marie-Emmanuel-Augustin Savard
LH/2316/45,Augustin Théodule Ribot
LH/676/65,Alexandre-François Debain
LH/621/44,Henri Coutheillas
LH/2522/74,Maximilien Simon
19800035/245/32539,Pierre-Adrien Dalpayrat
19800035/280/37471,Benjamin Bourdon
LH/1014/22,Benoît Fourneyron
19800035/611/68972,Edmond Vermeil
19800035/295/39704,Maurice Hamy
LH/1493/30,Hubert Latham
19800035/294/39587,François Gény
LH/1791/64,Mathieu de Dombasle
LH/1463/29,Claude-Auguste Lamy
LH/1313/47,Auguste Houzeau
LH/2413/30,Vital Roux
19800035/737/83686,Henri Fescourt
LH/362/18,Charles Julien Brianchon
19800035/0032/4052,Simone Michel-Lévy
LH/457/34,Henri Cazalis
19800035/5/527,Gaston Billotte
LH/667/84,Pierre Daumesnil
LH/1089/16,Adrien Étienne Gaudez
LH/1131/7,Charles-Antoine Gidel
LH/2239/47,Victor Alexandre Puiseux
LH/367/36,Charles Briot
LH/1264/55,Gabriel Hanotaux
LH/2655/3,Eugène Trutat
19800035/1125/28967,Maurice Thiriet
LH/987/83,Jean Pierre Flourens
19800035/1280/47598,Daniel Halévy
LH/95/80,Jacques Bainville
LH/670/45,François Georges Auguste Dauverné
LH/1919/80,Charles-Tristan de Montholon
LH/694/4,Henri-François Delaborde
19800035/1331/54326,Francis Yard
LH/2095/24,Charles Percier
LH/90/21,Jean Baffier
LH/393/12,Jean Baptiste Lucien Buquet
LH/443/20,Jean Cassou
LH/845/17,Jean Dumézil
LH/971/74,Jean Edmond Filhol de Camas
LH/984/3,Jean Fleury
LH/413/26,Jean Jules Cambos
LH/714/24,Jean Marie Noël Delisle de Falcon de Saint-Geniès
LH/794/19,Jean Philippe Raymond Dorsner
LH/814/74,Jean Pierre Isidore Alphonse Dubois de Saligny
LH/309/31,Jean Raymond Charles Bourke
LH/332/25,Jean Raymond Charles Bourke
LH/563/6,Joseph-Claude-Louis Colaud de La Salcette
LH/739/77,Joseph Deroyer
LH/845/28,Joseph Vincent Dumolard
LH/30/58,Jules Amigues
LH/750/32,Jules Desjardins
LH/476/31,Jérôme Champion de Cicé
LH/2261/32,Jérôme Reynaud de Bologne de Lascours
19800035/163/20948,Laurent Bonnevay
19800035/48/5926,Lionel de Tastes
19800035/271/36303,Louis Bonnefous
19800035/261/34856,Louis d'Iriart d'Etchepare
19800035/1284/48208,Lucien Besset
19800035/14/1758,Léandre Dupré
19800035/0053/6466,Marcel Arnould
19800035/1438/66469,Marcel Deschaseaux
19800035/1366/57969,Marie-Magdeleine Aymé de La Chevrelière
19800035/1374/58809,Michel Kistler
LH/1982/8,Louis-Armand-Alexandre Cœuret de Nesle
LH/982/53,Louis-Benjamin Fleuriau de Bellevue
LH/2471/28,Louis-Jacques Savary
LH/1006/50,Louis-Jean-Nicolas-Charles Foucher
LH/456/12,Louis-Joseph Cavrois
LH/2681/85,Louis-Michel Illide de Veau de Robiac
LH/1590/41,Louis-Victor de Lentilhac
LH/381/18,Louis Bertrand Pierre Brun de Villeret
LH/1358/31,Louis Jaurès
LH/2776/90,Louis Marie Baptiste Atthalin
LH/2058/52,Louis Partouneaux
LH/2309/45,Marie Roch Louis Reybaud
LH/2608/38,Louis Tirlet
19800035/955/10914,Ludovic Tron
19800035/780/88333,Léon Castanet
LH/528/71,Léon Chiris
LH/2088/74,Léon Germain Pelouse
LH/1548/3,Léon Lefébure
LH/2060/54,Léon Pasqual
LH/2736/6,Léonce de Vogüé
LH/1567/23,Léopold Le Hon
LH/2528/46,Marc-Antoine Sirugue
LH/2085/46,Marcellin Pellet
LH/258/3,Marie Alexandre Raoul Blin de Bourdon
LH/2672/57,Marie Edouard Benjamin Vandier
19800035/434/58033,Marie Leconte
LH/735/7,Mathieu Depère
19800035/812/92364,Maurice Marchais
LH/1275/36,Michel Hébert
LH/1179/58,Napoléon Gourgaud
LH/1984/24,Joseph Napoléon Ney
LH/1900/66,Nicolas François Mollien
LH/2723/23,Nicolas Vimar
19800035/456/61065,Noël Cazals
LH/1194/62,Octave Gréard
LH/1432/17,Oscar du Motier de La Fayette
LH/848/21,Oscar du Motier de La Fayette
LH/2569/10,Paul-Louis Target
19800035/722/82175,Paul Bellamy
LH/2043/41,Paul Desbassayns de Richemont
LH/1183/19,Paul Gouzy
LH/226/39,Paul Louis Gabriel Bethmont
19800035/866/1751,Paul Rives
LH/1190/91,Paul de Cassagnac
LH/1747/24,Philippe-Gabriel de Marmier
LH/669/45,Philippe Daussel
LH/2043/43,Philippe Panon
LH/651/12,Pierre-Charles Dambry
LH/1636/6,Pierre-Chaumont Liadières
LH/1503/27,Pierre-Clément de Laussat
LH/185/55,Pierre Émile Berdoulat
LH/399/17,Pierre Cabanel de Sermet
LH/1916/66,Pierre Montault-Désilles
LH/995/57,Pierre Nicolas de Fontenay
19800035/662/76121,Pierre Taittinger
19800035/194/25313,Pierre Tricard-Graveron
LH/23/2,Prosper Allemand
19800035/20/2498,Prosper Josse
19800035/1349/56344,Richard Prentout
LH/2493/76,Raymond de Ségur d'Aguesseau
LH/186/9,René Bérenger
19800035/1413/63339,Robert Henri Surcouf
19800035/231/30676,Sébastien Gavini
LH/826/59,Théodore Ducos
19800035/287/38512,Théophile Longuet
LH/444/8,Toussaint-Pierre-Louis-Samuel Castaing
LH/2037/8,Victor Paillot de Loynes
LH/2484/6,Virgile Schneider
LH/2592/2,Édouard Thiers
19800035/252/33551,Émile Basly
LH/526/95,Jean-Jacques Émile Cheysson
LH/862/74,François Dupuy
LH/877/38,Octave Dusevel
LH/925/37,Auguste Failliot
LH/933/45,Pierre Farjon
LH/988/23,Paul Émile Flye-Sainte-Marie
LH/1022/43,Adolphe Fraissinet
19800035/1458/68519,Charles François
19800035/758/86031,Raymond Gavoty
LH/1290/19,Ernest Herbecq
LH/1324/9,Léopold Hulin
LH/1384/101,Jean Joyeux-Laffuie
LH/1458/17,Paul de Lamberterie
LH/1507/72,Adolphe Laville
LH/1607/58,Félix Le Roy
19800035/1478/71577,Louis Marteau
LH/1852/12,Albert Meunier
LH/1917/41,Amédée Monteils
LH/1994/38,Georges Noblemaire
LH/2033/63,Léon Pagès
LH/2102/42,Arthur Pernollet
LH/2149/37,Ernest Picot
19800035/759/86081,Odon de Pins
19800035/236/31390,Léon Pommeray
19800035/570/64874,Georges Potié
19800035/186/24215,Étienne Regnier
LH/2313/80,Jacques Riberpray
LH/2374/54,Louis Adolphe Rollin
LH/2511/14,Jacques Sever
19800035/261/34755,Firmin Tarrade
LH/2624/39,Alfred Trannin
LH/2692/19,Louis Clovis Vernet
LH/2724/14,Pierre Marie Vinay
LH/395/102,Georges de Burosse
LH/491/17,Pierre Charles
LH/1056/55,Victor Louis Gain
LH/1304/44,Mathieu Louis Hocquart
LH/1550/48,Pierre Nicolas Lefèvre
LH/1627/43,Nicolas Levet
LH/1882/63,Pierre-Frédéric Minal
LH/1904/53,Jules Alexandre Monet
LH/2256/25,Guillaume Racinet
LH/487/77,Prosper Jules Charbonnier
LH/54/54,Louis Honoré Arnavon
LH/1153/70,Charles-Louis de Gislain de Bontin
LH/514/29,Jean-Victor-Madeleine Chebrou de La Roulière
19800035/1395/61253,Jean Sénac
19800035/308/41508,Hippolyte Parigot
19800035/229/30349,Louis Rolland
LH/189/43,Gaston Bergeret
19800035/378/50723,Albert Chérel
LH/2297/25,Joachim Renaud
LH/1555/21,Louis François Le Gallic de Kerizouet
LH/387/34,Honoré Bucelle
LH/1420/93,François-Marie-Alexandre Labrouste
LH/1189/99,Jacques de La Grange-Gourdon
LH/1232/55,Jean-François-César de Guilhermy
LH/256/14,"Claude, Hyacinthe Blaudin-Valière"
LH/2482/2,Jean Philippe Schmit
LH/423/28,Jacques Caquet
LH/751/39,Pierre Marie Desmaret
LH/1674/40,Adrien Jean Alexandre Lucy
LH/2526/4,Étienne François Simonneau
LH/2435/22,Mathieu Joseph Guillaume de Saint-Amour
LH/1381/28,Yves Claude Jourdain
LH/456/84,Louis Nicolas Jean Joachim de Cayrol
LH/2426/27,Ernest Rupin
LH/609/8,Gabriel Hyacinthe Couppé
LH/2627/23,Anne Alexis Jean de Trenqualye
LH/534/5,Antoine Laurent Chorier
LH/2269/96,Joseph Ratyé de Lapeyrade
LH/2341/70,Lambert Rivière
LH/342/15,Pierre Bouvenot
LH/2793/121,"François, Joseph Souque"
LH/213/38,Antoine Bertier
LH/909/47,"Claude, Charles Estivant"
LH/87/89,"Jean-Marie, Eustache Baconnière De Salverte"
LH/176/89,Eugène Balthazar Crescent Bénard de Moussinières
LH/529/1,"Clet, Marie Chiron"
LH/1519/7,"Pierre, Jean Le Bouhelec"
LH/1128/14,Charles Ghigny
LH/2422/52,Étienne Rubat
LH/410/41,Henri Calluaud
LH/2417/21,Antoine Joseph Roy
LH/2017/41,Maurice Ollivier
19800035/1265/45875,jeanne
LH/2210/5,Nicolas Joseph Pougny
LH/1912/55,Jean-Jacques Monssinat
LH/1784/62,Claude Masson de Saint-Amand
LH/2547/11,André Eugène Barthélémy de Stadler
19800035/953/10749,Jeanne Thil
LH/55/77,René Arnous-Dessaulsays
19800035/178/22967,Henri Martel
LH/926/26,Jean Joseph Augustin Ernest Faivre
LH/1291/65,Louis-Étienne Héricart de Thury
LH/405/13,Félicien de Saulcy
LH/509/85,Robert Chauvelot
LH/1736/5,Antonio Marescalchi
LH/781/44,Léon Dizien
LH/2024/24,Paul Ory
LH/979/44,François Flameng
LH/675/5,Gabriel Davioud
19800035/575/65373,Ernest Vessiot
LH/1508/35,Ernest Lavisse
19800035/249/33220,Pierre Puiseux
LH/1650/11,Maurice Lœwy
LH/2645/39,Jean Tharaud
LH/892/52,Frédéric Eichhoff
19800035/132/16755,Camille Blondel
LH/1056/6,Casimir Gaillardin
LH/110/91,Charles Barbier de Meynard
LH/948/64,Charles César de Fay de La Tour-Maubourg
LH/1150/27,Charles Girault
LH/1545/58,Charles Lefebvre
LH/2764/64,Charles Yriarte
LH/209/75,Philippe Berthelot
LH/1287/48,Prosper-Mathieu Henry
LH/1235/20,Paul Guillaume
LH/564/2,Gustave Colin
LH/796/18,Camille Doucet
LH/1469/62,Fernand Louis Armand Marie de Langle de Cary
19800035/794/89827,Louis Delâge
LH/305/23,Alfred Boucher
19800035/1326/53556,Georges Cirot
LH/2009/18,Jean-Frédéric Oberlin
LH/2723/31,Donatien-Marie-Joseph de Rochambeau
LH/1976/61,Joseph Naudet
LH/2616/3,Marius Toudoire
LH/289/23,Pierre-Ossian Bonnet
LH/2107/77,François Perrier
LH/1317/25,Henri Huchard
LH/845/37,Jean-Baptiste Dumonceau
19800035/1478/71445,Marie Gasquet
19800035/237/31489,Alfred Rébelliau
19800035/225/29635,Edmond Goblot
19800035/249/33205,Edmond Pottier
19800035/309/41629,Edmond Tapissier
LH/1471/12,Emmanuel des Essarts
LH/105/9,Joseph Barbanègre
LH/1655/27,Albert Londres
LH/2307/12,Eugène Revillout
LH/277/57,Jérôme-Napoléon Bonaparte
LH/862/25,Jules Dupuit
19800035/796/90134,Ernest Tonnelat
LH/1898/8,Mathieu Molé
LH/387/51,Eugène-Louis-Ernest de Buchère de Lépinois
LH/1605/42,Eugène Le Roux
LH/2024/2,Eugène Ortolan
LH/2393/38,Eugène Rouché
19800035/563/64126,Guy Ropartz
LH/2451/37,Narcisse-Achille de Salvandy
19800035/1090/25307,Marguerite Verdat
LH/2273/64,Fulgence Raymond
LH/1462/23,Robert de Flers
LH/1306/47,Joseph Hollmann
19800035/232/30802,Fernand Le Borne
LH/1325/98,Georges Humbert
19800035/623/71643,François d'Orléans
LH/1253/2,François Marie Guyonneau de Pambour
LH/936/7,Paul Fauchet
19800035/207/27120,Frédéric Plessis
LH/34/61,Gaspard André
LH/33/16,Gaston d' Andlau
19800035/816/92891,Georges Bayrou
19800035/546/62403,Sem
19800035/294/39494,Georges Grente
LH/705/61,Louis Arsene Delaunay
LH/1472/38,Gustave Olivier Lannes de Montebello
LH/749/23,Gérard Paul Deshayes
LH/2785/81,Michael Geither
19800035/1286/48553,René Barbier
LH/1264/57,Hector Hanoteau
LH/1002/48,Pierre Guillaume Camille Forthomme
19800035/264/35313,Léon Eyrolles
LH/2075/58,Jean-Baptiste Payer
LH/458/33,Jean Cazelles
LH/2588/8,Jean Thibaudin
LH/235/45,Martin-Guillaume Biennais
19800035/1342/55586,Marie Henri Joseph Pierre Étienne Rogues de Fursac
LH/383/35,Jacques Charles Brunet
LH/758/48,Victor Dessaignes
LH/1986/29,Clairville
LH/1624/2,Jean François Leval
LH/848/56,Louis-Jules Dumoulin
LH/947/2,Alphonse Favier
LH/265/27,Paul Bodin
LH/266/44,Émile Boeswillwald
LH/541/48,Louis Clapisson
19800035/541/61906,Fabius de Champville
19800035/906/5907,Lucien Bechmann
LH/670/18,Raoul Dautry
19800035/836/95451,Léon Hatot
19800035/1412/63205,Léon Meyer
19800035/793/89643,Marcel Bouteron
LH/2626/20,Marcel Treich-Laplène
LH/1711/40,Pierre-Victor Malouet
19800035/728/82722,Jean Doulcet
LH/1222/53,Martial de Guernon-Ranville
LH/1019/11,Étienne Fournol
LH/1076/61,Étienne Henri Garnier
19800035/754/85548,Auguste Girard
LH/1191/50,Charles Gras
LH/1365/7,Charles Jenty
LH/1373/77,Louis Joos
LH/1389/75,Philippe Émile Jullien
LH/1425/23,Louis Lacombe
LH/1430/67,Étienne de Ladoucette
LH/1491/55,Maurice Lasserre
LH/1860/30,Théophile Michau
19800035/567/64571,Marc Niveaux
LH/2077/58,Adhémar Péchadre
19800035/68/8340,Paul Pezet
LH/1890/14,Robert Mitchell
LH/2353/44,Lucien Rodat
19800035/386/51812,Gaston Roques
LH/2523/50,Pierre Sire
LH/103/15,Jean Pierre Barada
LH/513/75,Rémy Chazallon
LH/1516/42,Philippe Lebleu
LH/1691/1,Jacques Mahul
LH/1810/78,Christian Mazé-Launay
LH/1930/61,Adolphe Moreau
