ville,coordinatelieu
Saint-Denis-Combarnazat,Point(3.35 45.982777777)
Baslieux-lès-Fismes,Point(3.713611111 49.324722222)
Beaufai,Point(0.514722222 48.749444444)
Magny-le-Désert,Point(-0.328055555 48.569722222)
Cannectancourt,Point(2.903611111 49.555555555)
Chamant,Point(2.610833333 49.219722222)
Angliers,Point(0.116944444 46.946111111)
Saint-Hilaire-Cusson-la-Valmitte,Point(4.041944444 45.368611111)
Avrechy,Point(2.426111111 49.446944444)
Fontanes-du-Causse,Point(1.660833333 44.666111111)
Glanes,Point(1.879444444 44.921388888)
Boussac,Point(1.921666666 44.602222222)
Estrées-Saint-Denis,Point(2.642777777 49.425555555)
Saint-Haon-le-Châtel,Point(3.915 46.065833333)
Tremblay-les-Villages,Point(1.381111111 48.600833333)
Couzou,Point(1.616388888 44.765833333)
Craménil,Point(-0.378333333 48.744444444)
Saint-Christ-Briost,Point(2.929722222 49.853888888)
Saint-Julien-la-Vêtre,Point(3.824722222 45.814444444)
Aurelle-Verlac,Point(3.0075 44.506111111)
Gentioux-Pigerolles,Point(1.994166666 45.784444444)
Saint-Agoulin,Point(3.135833333 46.040833333)
Auterive,Point(0.966388888 43.86)
Caisnes,Point(3.070555555 49.520833333)
Autheuil-en-Valois,Point(3.060833333 49.171944444)
Almont-les-Junies,Point(2.293333333 44.596388888)
Abbeville-Saint-Lucien,Point(2.169722222 49.516944444)
Belfort-du-Quercy,Point(1.542777777 44.268333333)
Courcelles-Sapicourt,Point(3.844166666 49.261666666)
Berneuil-en-Bray,Point(2.065833333 49.348888888)
Bonlier,Point(2.149722222 49.470555555)
La Roche-Noire,Point(3.224166666 45.7075)
Clairefougère,Point(-0.6967 48.8064)
Carlucet,Point(1.6125 44.721388888)
Courcelles-sur-Aire,Point(5.243055555 48.936666666)
Antoigny,Point(-0.365833333 48.524166666)
Belmont,Point(5.594166666 47.016111111)
Vert-en-Drouais,Point(1.294722222 48.760555555)
Évricourt,Point(2.905555555 49.567777777)
Lachaux,Point(3.592777777 45.993888888)
Saint-Léger-lès-Authie,Point(2.512222222 50.126111111)
Dombras,Point(5.458888888 49.391388888)
Saint-Béron,Point(5.729166666 45.501388888)
Saint-Christophe,Point(5.775555555 45.450555555)
Cambes,Point(1.941111111 44.615)
Le Boulvé,Point(1.1475 44.419722222)
Bessonies,Point(2.150833333 44.810277777)
Prondines,Point(2.676388888 45.760277777)
Sandarville,Point(1.351944444 48.347777777)
Les Hayes,Point(0.776944444 47.715277777)
Lamarque-Rustaing,Point(0.294722222 43.278888888)
Saumeray,Point(1.32 48.251388888)
Le Bardon,Point(1.651388888 47.844166666)
Pervenchères,Point(0.425555555 48.438333333)
Camboulazet,Point(2.4425 44.228611111)
Theuville,Point(1.600277777 48.335277777)
Lortet,Point(0.379166666 43.043055555)
Ver-lès-Chartres,Point(1.478333333 48.385277777)
Boulogne-la-Grasse,Point(2.704722222 49.611111111)
Umpeau,Point(1.671666666 48.476944444)
Saint-Jean-Pierre-Fixte,Point(0.836388888 48.2925)
Escautpont,Point(3.558611111 50.424444444)
Bressols,Point(1.338055555 43.968055555)
Sainte-Marie-d'Alvey,Point(5.720555555 45.593333333)
Beaumont-les-Nonains,Point(2.008055555 49.327777777)
Saint-Bonnet-l'Enfantier,Point(1.523055555 45.3)
Saint-Léger-des-Aubées,Point(1.739444444 48.411944444)
Baconnes,Point(4.338333333 49.159444444)
Saint-Angel,Point(2.934166666 45.996111111)
Laméac,Point(0.226944444 43.332222222)
Gerde,Point(0.167222222 43.055)
Les Essarts,Point(0.717777777 47.733333333)
Peyret-Saint-André,Point(0.508055555 43.319444444)
Heiltz-le-Hutier,Point(4.767777777 48.688611111)
Croisilles,Point(0.2625 48.767777777)
Gez,Point(-0.111111111 43.0125)
Faux,Point(0.642777777 44.789444444)
Belval-en-Argonne,Point(5.003888888 48.948888888)
Le Château-d'Almenêches,Point(0.121944444 48.679166666)
Fresnes-sur-Escaut,Point(3.576944444 50.433611111)
Juncalas,Point(8.33333E-4 43.053888888)
Izaourt,Point(0.599722222 43.016111111)
Bouleuse,Point(3.840833333 49.225)
Hères,Point(0.0 43.553055555)
Broquiers,Point(1.829722222 49.659722222)
Brimont,Point(4.025 49.340833333)
Blargies,Point(1.765277777 49.6725)
Gardères,Point(-0.109444444 43.278055555)
Saint-Pardoux-de-Drône,Point(0.421388888 45.225555555)
Escaunets,Point(-0.078055555 43.345555555)
Jozerand,Point(3.096944444 46.025555555)
Bacouël,Point(2.385833333 49.618888888)
Châtillon-sur-Broué,Point(4.703055555 48.545833333)
Lacassagne,Point(0.148888888 43.356944444)
Bitry,Point(3.076944444 49.413333333)
Boult-sur-Suippe,Point(4.145555555 49.370833333)
La Celle-Guenand,Point(0.893888888 46.943888888)
Harchéchamp,Point(5.776388888 48.385833333)
Le Ham,Point(-0.377777777 48.38)
Dampierre-sur-Moivre,Point(4.558611111 48.893888888)
Ens,Point(0.339722222 42.806388888)
Coussey,Point(5.6825 48.408333333)
Fréchède,Point(0.259444444 43.363888888)
Désertines,Point(-0.866944444 48.468333333)
Jacque,Point(0.214166666 43.319722222)
Richardménil,Point(6.169722222 48.594722222)
Brengues,Point(1.832222222 44.577777777)
Fréchet-Aure,Point(0.371111111 42.930833333)
Haussimont,Point(4.166388888 48.748611111)
Gaudent,Point(0.567222222 42.993333333)
Quilly,Point(4.599166666 49.407777777)
Santeuil,Point(1.733333333 48.387777777)
Le Gué-d'Alleré,Point(-0.861388888 46.187222222)
Brenouille,Point(2.534444444 49.303055555)
Chemilli,Point(0.443611111 48.363611111)
La Fontenelle,Point(1.024444444 48.06)
Reterre,Point(2.473611111 46.103055555)
Hauteville,Point(4.770277777 48.6375)
Sous-Parsat,Point(1.979722222 46.055555555)
Noailles,Point(1.522777777 45.102777777)
La Motte-Feuilly,Point(2.089722222 46.541944444)
Heiltz-le-Maurupt,Point(4.815 48.793055555)
Issac,Point(0.451111111 45.015555555)
Dommartin-Lettrée,Point(4.298611111 48.766388888)
Yssandon,Point(1.376388888 45.208333333)
Saint-Saturnin-du-Limet,Point(-1.068055555 47.811944444)
Sagelat,Point(1.011944444 44.787222222)
La Chapelle-Blanche-Saint-Martin,Point(0.792222222 47.086111111)
Amblainville,Point(2.121666666 49.203055555)
Labatut-Rivière,Point(0.033333333 43.526666666)
Saint-Laurent-sur-Manoire,Point(0.795277777 45.147777777)
Saint-Pierre-de-Fursac,Point(1.5125 46.148055555)
Louey,Point(0.02 43.175277777)
Osnes,Point(5.1625 49.655555555)
Bouilly,Point(3.889166666 49.198611111)
Bazoches-sur-le-Betz,Point(2.986388888 48.133055555)
Bouvancourt,Point(3.834444444 49.338055555)
Aulnay-l'Aître,Point(4.56 48.822777777)
Bourgogne,Point(4.071388888 49.349444444)
Le Boulay-Morin,Point(1.178611111 49.085)
Barbey-Seroux,Point(6.839444444 48.141666666)
Anglars-Nozac,Point(1.398055555 44.786944444)
Marcorignan,Point(2.921388888 43.225555555)
Mont-l'Étroit,Point(5.784722222 48.498333333)
Sainte-Geneviève,Point(6.115555555 48.870277777)
Châtillon-sur-Morin,Point(3.579166666 48.713333333)
Voutezac,Point(1.437222222 45.292222222)
Bézancourt,Point(1.625555555 49.442777777)
Laurabuc,Point(1.980555555 43.246944444)
Le Mung,Point(-0.713055555 45.874722222)
Saint-Yrieix-la-Montagne,Point(2.021666666 45.883333333)
Acy-en-Multien,Point(2.954722222 49.105)
Julos,Point(0.005277777 43.121666666)
Peyrat-la-Nonière,Point(2.256388888 46.0875)
Le Magny,Point(1.959166666 46.567222222)
La Romagne,Point(4.315 49.678888888)
Galez,Point(0.406666666 43.188888888)
Thiébauménil,Point(6.622777777 48.579722222)
Gartempe,Point(1.737777777 46.15)
Cuperly,Point(4.431388888 49.062222222)
Champvoisy,Point(3.636388888 49.130277777)
Olizy-Primat,Point(4.776111111 49.346666666)
Baladou,Point(1.555833333 44.923055555)
Ferrère,Point(0.536666666 42.953333333)
Souilhe,Point(1.913888888 43.369722222)
Mazuby,Point(2.033055555 42.801388888)
Bengy-sur-Craon,Point(2.747777777 47.000277777)
Fréchou-Fréchet,Point(0.159166666 43.173611111)
Thil,Point(5.908333333 49.473055555)
La Jarne,Point(-1.074166666 46.1275)
Brusque,Point(2.949722222 43.768333333)
Couy,Point(2.825555555 47.117222222)
Gazost,Point(0.008055555 43.031666666)
Saint-Martial-d'Albarède,Point(1.030833333 45.325)
Générest,Point(0.525833333 43.032222222)
Les Authieux,Point(1.238888888 48.899444444)
La Neuville-à-Maire,Point(4.855277777 49.581666666)
Cuchery,Point(3.823333333 49.130833333)
Omicourt,Point(4.831944444 49.631388888)
Sanzey,Point(5.838333333 48.771388888)
Blaise-sous-Arzillières,Point(4.583611111 48.671666666)
Puiseux,Point(4.541388888 49.5925)
Larzac,Point(1.008055555 44.7475)
Missègre,Point(2.3725 43.003333333)
Barthe,Point(0.469722222 43.282777777)
Saint-Cloud-en-Dunois,Point(1.47 48.04)
Albiez-Montrond,Point(6.340833333 45.219722222)
Lézignan,Point(-0.004722222 43.098888888)
La Neuville-lès-Wasigny,Point(4.359166666 49.6425)
Aynac,Point(1.851111111 44.784722222)
Limeyrat,Point(0.980833333 45.160555555)
Sexey-les-Bois,Point(6.019444444 48.715555555)
Boviolles,Point(5.4175 48.6475)
La Laigne,Point(-0.758055555 46.214166666)
Dontrien,Point(4.412222222 49.239444444)
Antin,Point(0.287222222 43.333611111)
Saint-Gaudéric,Point(1.946666666 43.128888888)
Labassère,Point(0.096388888 43.058333333)
Changy,Point(4.678333333 48.773888888)
Biars-sur-Cère,Point(1.847222222 44.928055555)
Vandeléville,Point(5.994166666 48.427222222)
Mérouville,Point(1.896666666 48.296111111)
Haussignémont,Point(4.749722222 48.718333333)
Taillancourt,Point(5.694166666 48.531111111)
Dieppe-sous-Douaumont,Point(5.510277777 49.220555555)
Hèches,Point(0.372222222 43.016388888)
Charleville,Point(3.667222222 48.812222222)
Mailhac,Point(2.8275 43.303888888)
La Chapelle-Saint-Ursin,Point(2.325 47.0625)
Beaulieu-sous-Parthenay,Point(-0.234444444 46.575833333)
La Digne-d'Aval,Point(2.18 43.046111111)
Linthelles,Point(3.822222222 48.716666666)
Vathiménil,Point(6.623888888 48.508055555)
Ardenais,Point(2.359166666 46.647222222)
Remicourt,Point(4.875 48.951388888)
Béceleuf,Point(-0.507777777 46.470833333)
Chaltrait,Point(3.896388888 48.93)
Marville-Moutiers-Brûlé,Point(1.388611111 48.674444444)
Ilhet,Point(0.3825 42.963888888)
Paréac,Point(0.023888888 43.115833333)
Léthuin,Point(1.868611111 48.368055555)
Lanespède,Point(0.266944444 43.166944444)
Gourbit,Point(1.532777777 42.843611111)
La Vergne,Point(-0.564722222 45.962222222)
Neuvy-en-Dunois,Point(1.538888888 48.207222222)
Bouchy-Saint-Genest,Point(3.508333333 48.649444444)
Delut,Point(5.431944444 49.408333333)
Boissy-le-Repos,Point(3.648055555 48.8475)
Castanet,Point(2.29 44.278333333)
Loivre,Point(3.979722222 49.346111111)
Labastide-du-Vert,Point(1.262222222 44.511666666)
Èvres,Point(5.123888888 48.982777777)
Luisant,Point(1.476388888 48.431666666)
Loupia,Point(2.111944444 43.061944444)
Galan,Point(0.4075 43.221111111)
Nogent-le-Phaye,Point(1.576388888 48.446944444)
Lignon,Point(4.531111111 48.585833333)
Marquein,Point(1.726388888 43.305277777)
Méréglise,Point(1.185277777 48.290277777)
Aubigny,Point(-0.119722222 46.740833333)
Trémont-sur-Saulx,Point(5.055555555 48.748333333)
Vauclerc,Point(4.659166666 48.708611111)
Lhez,Point(0.196944444 43.203888888)
Velaine-en-Haye,Point(6.021111111 48.702777777)
La Fajolle,Point(1.964722222 42.770555555)
Boismé,Point(-0.435277777 46.774444444)
Boismé,Point(-0.43476 46.77393)
Bessines,Point(-0.516111111 46.301944444)
Lormaye,Point(1.538611111 48.646388888)
Lahitte-Toupière,Point(-0.019166666 43.455833333)
Cuvilly,Point(2.695277777 49.553333333)
Combles-en-Barrois,Point(5.116666666 48.750833333)
Saint-Bômer-les-Forges,Point(-0.633333333 48.643888888)
Saint-Brice-sous-Rânes,Point(-0.1925 48.678888888)
Morainville,Point(1.8275 48.379722222)
Gaillagos,Point(-0.175833333 42.981388888)
Sonac,Point(1.859722222 44.696388888)
Valprionde,Point(1.119166666 44.348888888)
Fouchères-aux-Bois,Point(5.246944444 48.623611111)
Thumeréville,Point(5.796666666 49.201111111)
Jarret,Point(-0.014166666 43.081666666)
Bernay-en-Champagne,Point(-0.059722222 48.074166666)
Chenay,Point(0.1625 48.449444444)
Hanches,Point(1.646944444 48.6025)
Laons,Point(1.176388888 48.703888888)
Vassimont-et-Chapelaine,Point(4.144444444 48.764166666)
Massac,Point(-0.221666666 45.866388888)
Thémines,Point(1.828333333 44.739722222)
Garancières-en-Drouais,Point(1.285277777 48.701388888)
Lèves,Point(1.481388888 48.468888888)
Queudes,Point(3.759722222 48.656944444)
Sainte-Gemme-Moronval,Point(1.414722222 48.738055555)
Terrou,Point(1.983611111 44.783611111)
Peyrouse,Point(-0.117222222 43.104444444)
Saint-Martin-l'Heureux,Point(4.406111111 49.25)
Valroufié,Point(1.487777777 44.518888888)
Miermaigne,Point(0.993055555 48.246388888)
Géry,Point(5.294722222 48.780833333)
Dompierre-aux-Bois,Point(5.585 48.995)
Ouarville,Point(1.773888888 48.354166666)
Soizy-aux-Bois,Point(3.730833333 48.81)
Rapsécourt,Point(4.794722222 49.023611111)
Vidaillac,Point(1.826111111 44.338888888)
Guainville,Point(1.491944444 48.915)
Séniergues,Point(1.546666666 44.700277777)
Beaussais,Point(-0.15167 46.2911)
Chambors,Point(1.816111111 49.260555555)
Saint-Paterne,Point(0.111388888 48.415555555)
Lamblore,Point(0.918333333 48.625)
Cires-lès-Mello,Point(2.356666666 49.273055555)
Somsois,Point(4.503611111 48.595833333)
Asnières-en-Poitou,Point(-0.198055555 46.103333333)
Aubigné,Point(-0.142222222 46.056111111)
Sénaillac-Latronquière,Point(2.06 44.825)
Mévoisins,Point(1.591388888 48.550277777)
Somme-Yèvre,Point(4.76 48.951111111)
Salza,Point(2.496388888 42.983611111)
Le Meix-Tiercelin,Point(4.417777777 48.638611111)
Jallans,Point(1.370833333 48.075277777)
Saint-Caprais,Point(2.293333333 46.968333333)
Saint-Gilles,Point(3.675833333 49.28)
Vaxainville,Point(6.754166666 48.515833333)
Chauray,Point(-0.377222222 46.360555555)
Sénaillac-Lauzès,Point(1.650833333 44.602222222)
Cauffry,Point(2.448333333 49.317222222)
Leuvrigny,Point(3.758055555 49.068333333)
Tour-de-Faure,Point(1.693611111 44.466944444)
Pré-Saint-Martin,Point(1.476388888 48.221388888)
Xonville,Point(5.848611111 49.055277777)
Bouillac,Point(2.162777777 44.574444444)
Sains-Morainvillers,Point(2.470555555 49.573611111)
Rouvroy-sur-Marne,Point(5.146944444 48.3575)
Pansey,Point(5.2875 48.471111111)
Montireau,Point(1.026388888 48.408055555)
Haudivillers,Point(2.243333333 49.486388888)
Oisseau-le-Petit,Point(0.086111111 48.348055555)
Villoncourt,Point(6.511111111 48.262777777)
Saint-Aubin-des-Bois,Point(1.3625 48.468055555)
Thédirac,Point(1.3175 44.600555555)
Luigny,Point(1.023333333 48.241388888)
Cuvergnon,Point(2.989166666 49.173888888)
Pontgouin,Point(1.161111111 48.480277777)
Saint-Saturnin,Point(0.151111111 48.0575)
Poisvilliers,Point(1.468611111 48.508333333)
Sommesous,Point(4.196666666 48.738333333)
Poinsenot,Point(5.002777777 47.712222222)
Sainte-Gemme,Point(-0.888611111 45.771388888)
Saint-Martin-d'Ablois,Point(3.867777777 49.0125)
Ardilleux,Point(-0.044166666 46.098333333)
Capoulet-et-Junac,Point(1.585555555 42.795833333)
Aigonnay,Point(-0.258333333 46.329722222)
Haucourt,Point(1.938055555 49.512777777)
Rosières,Point(2.778333333 49.188333333)
Rouvres-en-Multien,Point(3.023888888 49.110833333)
Amuré,Point(-0.6275 46.265555555)
Assais-les-Jumeaux,Point(-0.059166666 46.788333333)
Favresse,Point(4.733333333 48.718055555)
Arignac,Point(1.600555555 42.870833333)
Viefvillers,Point(2.129166666 49.613611111)
Poiseul,Point(5.489722222 47.921388888)
Puiseux,Point(1.375 48.636944444)
Montharville,Point(1.331111111 48.183888888)
Ormoy-lès-Sexfontaines,Point(5.067222222 48.220277777)
Morvilliers,Point(0.936666666 48.644166666)
Osne-le-Val,Point(5.192222222 48.495555555)
Soturac,Point(1.016666666 44.488611111)
Villers-Saint-Genest,Point(2.905833333 49.142222222)
Saint-Thiébault,Point(5.579444444 48.200833333)
Sainte-Suzanne,Point(1.386666666 43.210277777)
Montlieu-la-Garde,Point(-0.255277777 45.244722222)
Merfy,Point(3.948333333 49.296388888)
Saint-Broingt-le-Bois,Point(5.421388888 47.733055555)
Rachecourt-sur-Marne,Point(5.101111111 48.525833333)
Oudincourt,Point(5.093888888 48.225277777)
Voisines,Point(5.183611111 47.859166666)
Réclonville,Point(6.728055555 48.540555555)
Intréville,Point(1.936388888 48.296666666)
Oust,Point(1.215 42.875)
Montclar,Point(2.248333333 43.135)
Viéville,Point(5.134166666 48.238888888)
Coudray-au-Perche,Point(0.856666666 48.232222222)
Réez-Fosse-Martin,Point(2.918055555 49.111944444)
Ville-en-Blaisois,Point(4.959444444 48.439722222)
Cazenave-Serres-et-Allens,Point(1.6725 42.840277777)
La Force,Point(0.375277777 44.868611111)
Le Pin-la-Garenne,Point(0.546666666 48.442222222)
Villers-Vermont,Point(1.743888888 49.576666666)
Guindrecourt-aux-Ormes,Point(5.034722222 48.459444444)
Conteville,Point(2.049166666 49.650833333)
Cuignières,Point(2.473333333 49.450833333)
Saint-Leu-d'Esserent,Point(2.421944444 49.217222222)
Étouy,Point(2.363888888 49.418888888)
Tremblecourt,Point(5.94 48.805277777)
Paroy-sur-Saulx,Point(5.256666666 48.513055555)
Mandres-la-Côte,Point(5.335 48.062222222)
Le Mas-d'Azil,Point(1.360555555 43.080555555)
Rebeuville,Point(5.703611111 48.334166666)
Marmeaux,Point(4.096388888 47.582222222)
La Neuville-en-Tourne-à-Fuy,Point(4.376388888 49.346944444)
Guindrecourt-sur-Blaise,Point(4.974166666 48.296388888)
Thieuloy-Saint-Antoine,Point(1.946111111 49.634166666)
Planches,Point(0.370277777 48.701666666)
Rancennes,Point(4.817777777 50.116944444)
Ozières,Point(5.470555555 48.173888888)
Ville-Houdlémont,Point(5.648333333 49.544444444)
Cadrieu,Point(1.879722222 44.491944444)
Maillebois,Point(1.148333333 48.629444444)
Fruncé,Point(1.224166666 48.405833333)
La Pérouille,Point(1.515555555 46.703611111)
Hautbos,Point(1.870277777 49.627777777)
Ville-sur-Yron,Point(5.866111111 49.11861111)
Pisseloup,Point(5.740555555 47.827222222)
Gellainville,Point(1.533333333 48.416111111)
Sarcey,Point(5.305 48.056111111)
Sivry,Point(6.200555555 48.831111111)
Venette,Point(2.799722222 49.415555555)
La Chapelle-aux-Naux,Point(0.4275 47.318333333)
Lumeau,Point(1.785555555 48.115833333)
Catigny,Point(2.938055555 49.638333333)
Lichères-sur-Yonne,Point(3.591666666 47.5075)
Coudreceau,Point(0.9225 48.345555555)
Dicy,Point(3.106666666 47.933333333)
Mont-Laurent,Point(4.480555555 49.47)
Bétaille,Point(1.733888888 44.943888888)
La Jard,Point(-0.586111111 45.654444444)
Villiers-sur-Suize,Point(5.197222222 47.980555555)
Esterre,Point(0.006944444 42.874722222)
Fontenay-près-Chablis,Point(3.810833333 47.847222222)
Nouvion-sur-Meuse,Point(4.795 49.7)
Noirval,Point(4.796388888 49.459444444)
Gillancourt,Point(4.992222222 48.161111111)
Sapogne-et-Feuchères,Point(4.795555555 49.66)
Beaumat,Point(1.52 44.659444444)
Attancourt,Point(4.929444444 48.526388888)
Fournival,Point(2.383611111 49.466388888)
Messac,Point(-0.314166666 45.346388888)
Rubigny,Point(4.194722222 49.685555555)
Anglars,Point(1.905555555 44.739722222)
Aulnay,Point(4.405555555 48.4725)
Chapelle-Vallon,Point(4.04 48.435555555)
Châteauvieux,Point(1.383055555 47.229722222)
Dangers,Point(1.350277777 48.508611111)
Couture-d'Argenson,Point(-0.084166666 45.992777777)
Gillaumé,Point(5.336111111 48.471111111)
Courtois-sur-Yonne,Point(3.255277777 48.226111111)
Glatigny,Point(1.894444444 49.4975)
Belmont-Sainte-Foi,Point(1.6325 44.2825)
Brion,Point(-0.156944444 47.441666666)
Levesville-la-Chenard,Point(1.826111111 48.301666666)
Germond-Rouvre,Point(-0.420277777 46.455)
Crézières,Point(-0.136944444 46.082777777)
Andelot-Blancheville,Point(5.298611111 48.243333333)
Dixmont,Point(3.413888888 48.082777777)
Bio,Point(1.784722222 44.782777777)
Orléat,Point(3.420833333 45.860555555)
Choisy-la-Victoire,Point(2.585555555 49.377777777)
Mouron,Point(4.783888888 49.31)
Ménil-Lépinois,Point(4.285 49.378611111)
Consigny,Point(5.416388888 48.166666666)
Nonvilliers-Grandhoux,Point(1.172222222 48.3425)
Montigny-sur-Meuse,Point(4.721666666 50.049166666)
Maisons,Point(1.845277777 48.408055555)
Chevincourt,Point(2.843888888 49.505277777)
Fessanvilliers-Mattanvilliers,Point(1.046666666 48.7125)
Cuise-la-Motte,Point(3.006388888 49.386944444)
Clussais-la-Pommeraie,Point(0.032222222 46.185833333)
Vals-le-Chastel,Point(3.521111111 45.270833333)
Argançon,Point(4.603611111 48.253055555)
Béru,Point(3.89 47.800833333)
Bagneaux,Point(3.594722222 48.233055555)
Pauvres,Point(4.491944444 49.410833333)
Waville,Point(5.949722222 49.010277777)
Ménil-Annelles,Point(4.444722222 49.439722222)
Lirey,Point(4.047222222 48.156944444)
Vallois,Point(6.547777777 48.462222222)
Soubran,Point(-0.514444444 45.353611111)
Hanc,Point(-0.015277777 46.075277777)
